event_id,ticker,t0_utc,direction,has_pre_event_news,is_opening_bell,is_etf,is_up_spike,micro_label,micro_conf,micro_cont_score,micro_rev_score,micro_who,news_label,news_conf,news_cont_score,news_rev_score,macro_label,macro_conf,macro_cont_score,macro_rev_score,ensemble_label,ensemble_score,is_macro_driven,dir_weight,dir_prior,open_adj_vol_mult,open_adj_range_mult,true_label_proxy,elapsed_s
AAPL_20251110_142500,AAPL,2025-11-10 14:25:00+00:00,-1,True,True,False,False,reversal,0.5,9,10,informed_seller,continuation,0.55,2,0,continuation,0.95,2,0,continuation,0.3643,False,0.22,0.508,3.35,3.61,reversal,11.5
AAPL_20260217_142500,AAPL,2026-02-17 14:25:00+00:00,1,True,True,False,True,continuation,0.52,10,9,informed_buyer,continuation,0.62,7,2,continuation,0.95,5,0,continuation,0.5321,False,0.22,0.62,6.64,9.43,continuation,16.9
AAPL_20250319_132500,AAPL,2025-03-19 13:25:00+00:00,1,True,True,False,True,continuation,0.83,17,6,informed_buyer,continuation,0.62,5,0,continuation,0.95,7,0,continuation,0.6611,True,0.22,0.527,4.1,6.78,continuation,9.3
AAPL_20251030_200500,AAPL,2025-10-30 20:05:00+00:00,1,True,False,False,True,reversal,0.75,5,15,retail_momentum,continuation,0.82,9,0,continuation,0.95,5,0,reversal,0.4981,False,0.38,0.62,22.55,4.7,continuation,11.1
AAPL_20260430_213000,AAPL,2026-04-30 21:30:00+00:00,1,True,False,False,True,continuation,0.87,18,4,informed_buyer,continuation,0.82,17,3,continuation,0.95,5,0,continuation,0.7907,True,0.38,0.527,102.28,56.96,continuation,11.9
AAPL_20260209_143000,AAPL,2026-02-09 14:30:00+00:00,-1,False,True,False,False,continuation,0.65,13,8,informed_seller,continuation,0.55,2,0,continuation,0.5,2,0,continuation,0.5076,True,0.22,0.432,78.71,16.7,continuation,11.2
AAPL_20250902_195000,AAPL,2025-09-02 19:50:00+00:00,1,False,False,False,True,continuation,0.6,12,10,informed_buyer,continuation,0.55,2,0,continuation,0.85,7,0,continuation,0.5919,False,0.38,0.62,51.14,4.57,continuation,11.7
AAPL_20260106_143000,AAPL,2026-01-06 14:30:00+00:00,-1,True,True,False,False,continuation,0.83,15,5,informed_seller,continuation,0.55,2,0,continuation,0.5,2,0,continuation,0.5706,True,0.22,0.432,118.17,13.04,unclear,13.2
AAPL_20250131_143000,AAPL,2025-01-31 14:30:00+00:00,-1,False,True,False,False,continuation,0.67,12,9,informed_seller,continuation,0.55,2,0,continuation,0.95,10,0,continuation,0.5988,False,0.22,0.508,250.93,9.48,continuation,11.6
AAPL_20250801_130500,AAPL,2025-08-01 13:05:00+00:00,1,False,True,False,True,continuation,0.71,12,8,informed_buyer,continuation,0.55,2,0,continuation,0.5,2,0,continuation,0.5171,False,0.22,0.62,10.08,4.61,reversal,11.8
AAPL_20250224_110000,AAPL,2025-02-24 11:00:00+00:00,-1,True,False,False,False,reversal,0.55,9,12,informed_seller,reversal,0.6,2,3,continuation,0.5,2,0,reversal,0.4207,False,0.22,0.508,3.09,11.78,unclear,11.9
AAPL_20260123_143000,AAPL,2026-01-23 14:30:00+00:00,-1,False,True,False,False,continuation,0.71,12,8,informed_seller,continuation,0.55,2,0,continuation,0.95,5,0,continuation,0.5961,True,0.22,0.432,109.1,8.65,reversal,12.6
AAPL_20250507_145000,AAPL,2025-05-07 14:50:00+00:00,-1,True,False,False,False,continuation,0.67,12,9,informed_seller,continuation,0.55,2,0,reversal,0.83,0,5,continuation,0.4741,True,0.3,0.432,39.16,5.3,continuation,11.0
AAPL_20251211_143000,AAPL,2025-12-11 14:30:00+00:00,-1,True,True,False,False,reversal,0.55,9,12,informed_seller,continuation,0.55,2,0,reversal,0.6,2,5,reversal,0.3907,False,0.22,0.508,60.16,6.48,continuation,13.2
AAPL_20260205_141000,AAPL,2026-02-05 14:10:00+00:00,1,False,True,False,True,continuation,0.67,12,9,informed_buyer,reversal,0.6,2,3,reversal,0.5,2,3,unclear,0.3314,False,0.22,0.62,1.89,2.74,reversal,14.9
AAPL_20250630_184000,AAPL,2025-06-30 18:40:00+00:00,-1,False,False,False,False,reversal,0.8,4,15,retail_momentum,continuation,0.55,2,0,continuation,0.95,2,0,reversal,0.4668,False,0.38,0.508,80.52,4.91,reversal,8.4
AAPL_20251031_133000,AAPL,2025-10-31 13:30:00+00:00,-1,False,True,False,False,continuation,0.56,9,8,informed_seller,continuation,0.55,2,0,continuation,0.95,2,0,continuation,0.5436,True,0.22,0.432,267.24,21.39,continuation,13.1
AAPL_20250130_213500,AAPL,2025-01-30 21:35:00+00:00,-1,False,False,False,False,reversal,0.79,4,15,retail_momentum,continuation,0.55,2,0,continuation,0.5,2,0,reversal,0.4633,False,0.38,0.508,29.43,24.0,reversal,10.5
AAPL_20260212_142500,AAPL,2026-02-12 14:25:00+00:00,1,True,True,False,True,continuation,0.67,12,9,informed_buyer,continuation,0.62,8,0,continuation,0.67,7,5,continuation,0.5426,False,0.22,0.62,3.92,4.96,reversal,13.1
AAPL_20260223_143000,AAPL,2026-02-23 14:30:00+00:00,1,True,True,False,True,continuation,0.95,18,0,informed_buyer,continuation,0.5,2,0,continuation,0.95,10,0,continuation,0.6791,True,0.22,0.527,83.55,15.13,continuation,12.6
AAPL_20240802_122500,AAPL,2024-08-02 12:25:00+00:00,-1,True,False,False,False,reversal,0.87,2,18,retail_momentum,continuation,0.55,2,0,continuation,0.95,5,0,reversal,0.4127,False,0.22,0.508,3.3,8.48,reversal,12.3
AAPL_20250606_132500,AAPL,2025-06-06 13:25:00+00:00,1,False,True,False,True,reversal,0.65,7,10,informed_buyer,continuation,0.55,2,0,continuation,0.95,7,0,reversal,0.3639,False,0.22,0.62,3.52,4.0,continuation,10.9
AAPL_20260130_142500,AAPL,2026-01-30 14:25:00+00:00,-1,True,True,False,False,continuation,0.5,9,9,informed_seller,continuation,0.58,7,5,reversal,0.5,2,3,continuation,0.4028,False,0.22,0.508,21.29,21.57,continuation,13.6
AAPL_20260105_143000,AAPL,2026-01-05 14:30:00+00:00,-1,True,True,False,False,continuation,0.76,12,9,informed_seller,continuation,0.62,7,0,continuation,0.5,2,0,continuation,0.5601,True,0.22,0.432,110.59,14.83,reversal,12.0
AAPL_20241031_195500,AAPL,2024-10-31 19:55:00+00:00,-1,True,False,False,False,continuation,0.67,12,8,informed_seller,continuation,0.57,7,3,reversal,0.83,0,5,continuation,0.5127,True,0.38,0.432,160.73,7.09,continuation,10.7
AAPL_20251001_133000,AAPL,2025-10-01 13:30:00+00:00,1,False,True,False,True,continuation,0.92,20,4,informed_buyer,continuation,0.55,2,0,continuation,0.95,7,0,continuation,0.6786,True,0.22,0.527,130.4,8.13,unclear,11.2
AAPL_20251003_133000,AAPL,2025-10-03 13:30:00+00:00,1,False,True,False,True,continuation,0.87,19,4,informed_buyer,continuation,0.55,2,0,continuation,0.5,2,0,continuation,0.5936,True,0.22,0.527,147.07,12.13,continuation,11.4
AAPL_20260227_143000,AAPL,2026-02-27 14:30:00+00:00,-1,True,True,False,False,continuation,0.79,15,6,informed_seller,continuation,0.55,2,0,continuation,0.5,2,0,continuation,0.5566,True,0.22,0.432,87.13,15.7,continuation,13.4
AAPL_20250505_133500,AAPL,2025-05-05 13:35:00+00:00,-1,True,True,False,False,reversal,0.55,9,11,informed_seller,continuation,0.55,2,0,continuation,0.95,5,0,continuation,0.3643,False,0.22,0.508,52.66,3.65,continuation,11.0
AAPL_20260306_142000,AAPL,2026-03-06 14:20:00+00:00,1,True,True,False,True,reversal,0.55,10,12,informed_buyer,reversal,0.5,3,5,continuation,0.95,7,0,reversal,0.4289,False,0.22,0.62,0.5,2.32,reversal,13.0
AAPL_20260323_110500,AAPL,2026-03-23 11:05:00+00:00,1,True,False,False,True,continuation,0.84,17,8,informed_buyer,reversal,0.6,2,5,continuation,0.95,10,0,continuation,0.5406,True,0.22,0.527,2.22,16.43,unclear,16.2
AAPL_20241217_143500,AAPL,2024-12-17 14:35:00+00:00,1,True,True,False,True,continuation,0.67,12,9,informed_buyer,continuation,0.55,2,0,continuation,0.5,2,0,continuation,0.5031,False,0.22,0.62,30.75,4.17,unclear,8.4
AAPL_20250924_133000,AAPL,2025-09-24 13:30:00+00:00,-1,True,True,False,False,continuation,0.73,15,9,informed_seller,continuation,0.55,2,0,reversal,0.83,0,5,continuation,0.4606,True,0.22,0.432,86.18,9.74,continuation,11.1
AAPL_20260129_213000,AAPL,2026-01-29 21:30:00+00:00,1,True,False,False,True,reversal,0.55,9,12,informed_buyer,reversal,0.58,4,11,continuation,0.95,2,0,reversal,0.5441,False,0.38,0.62,136.94,44.96,reversal,12.1
AAPL_20240708_133500,AAPL,2024-07-08 13:35:00+00:00,-1,False,True,False,False,reversal,0.55,9,12,informed_seller,continuation,0.55,2,0,reversal,0.6,2,5,reversal,0.3907,False,0.22,0.508,132.29,12.13,reversal,11.4
AAPL_20251103_143000,AAPL,2025-11-03 14:30:00+00:00,-1,True,True,False,False,continuation,0.71,12,9,informed_seller,continuation,0.62,9,5,continuation,0.5,2,0,continuation,0.5426,True,0.22,0.432,106.32,6.96,continuation,12.6
AMD_20251006_105000,AMD,2025-10-06 10:50:00+00:00,1,True,False,False,True,continuation,0.71,15,12,informed_buyer,continuation,0.55,2,0,continuation,0.95,2,0,continuation,0.5846,False,0.22,0.62,55.77,111.77,continuation,11.6
AMD_20240702_132500,AMD,2024-07-02 13:25:00+00:00,1,True,True,False,True,reversal,0.91,2,19,retail_momentum,reversal,0.6,2,3,continuation,0.85,7,0,reversal,0.5749,False,0.22,0.62,1.64,4.24,unclear,12.6
AMD_20241213_142500,AMD,2024-12-13 14:25:00+00:00,-1,False,True,False,False,reversal,0.75,6,15,informed_seller,continuation,0.55,2,0,continuation,0.5,2,0,reversal,0.3874,True,0.22,0.432,3.18,3.61,continuation,10.7
AMD_20250620_132500,AMD,2025-06-20 13:25:00+00:00,1,True,True,False,True,continuation,0.55,12,10,informed_buyer,continuation,0.6,3,0,continuation,0.5,2,0,continuation,0.4711,False,0.22,0.62,8.67,5.94,continuation,13.4
AMD_20250514_121000,AMD,2025-05-14 12:10:00+00:00,1,False,False,False,True,reversal,0.87,2,15,retail_momentum,continuation,0.55,4,0,continuation,0.95,10,0,reversal,0.4409,False,0.22,0.62,2.66,1.29,continuation,10.3
AMD_20240701_131500,AMD,2024-07-01 13:15:00+00:00,-1,True,True,False,False,reversal,0.67,7,14,informed_seller,continuation,0.55,2,0,continuation,0.5,2,0,unclear,0.3427,False,0.22,0.508,0.52,0.52,continuation,13.1
AMD_20250905_132500,AMD,2025-09-05 13:25:00+00:00,-1,False,True,False,False,reversal,0.9,0,18,retail_momentum,continuation,0.5,2,0,continuation,0.5,2,0,reversal,0.4232,False,0.22,0.508,7.65,5.72,continuation,11.4
AMD_20250508_132500,AMD,2025-05-08 13:25:00+00:00,1,True,True,False,True,reversal,0.89,2,18,retail_momentum,continuation,0.78,9,2,continuation,0.5,2,0,reversal,0.4479,False,0.22,0.62,2.91,1.62,continuation,11.8
AMD_20260416_131500,AMD,2026-04-16 13:15:00+00:00,1,True,True,False,True,continuation,0.52,13,12,informed_buyer,continuation,0.82,9,0,continuation,0.85,7,0,continuation,0.5571,False,0.22,0.62,16.1,24.94,continuation,13.4
AMD_20241216_142000,AMD,2024-12-16 14:20:00+00:00,-1,False,True,False,False,reversal,0.67,8,12,informed_seller,continuation,0.62,2,0,continuation,0.95,2,0,continuation,0.3783,False,0.22,0.508,1.92,1.48,continuation,10.9
AMD_20260107_142500,AMD,2026-01-07 14:25:00+00:00,-1,True,True,False,False,continuation,0.67,12,8,informed_seller,continuation,0.55,2,0,continuation,0.95,7,0,continuation,0.5821,True,0.22,0.432,2.88,6.9,continuation,12.1
AMD_20250918_110000,AMD,2025-09-18 11:00:00+00:00,-1,False,False,False,False,continuation,0.63,12,9,informed_seller,continuation,0.55,2,0,continuation,0.5,2,0,continuation,0.5173,False,0.22,0.508,16.49,26.94,continuation,12.3
AMD_20250814_123000,AMD,2025-08-14 12:30:00+00:00,-1,False,False,False,False,reversal,0.51,9,10,informed_seller,continuation,0.55,2,0,reversal,0.5,2,5,reversal,0.3784,True,0.22,0.432,9.81,8.75,reversal,11.1
AMD_20250722_132500,AMD,2025-07-22 13:25:00+00:00,-1,False,True,False,False,reversal,0.88,2,18,retail_momentum,continuation,0.55,2,0,continuation,0.5,2,0,reversal,0.4162,False,0.22,0.508,0.65,2.26,continuation,12.0
AMD_20260410_133000,AMD,2026-04-10 13:30:00+00:00,1,False,True,False,True,continuation,0.76,15,9,informed_buyer,continuation,0.55,2,0,continuation,0.95,7,0,continuation,0.6021,False,0.22,0.62,86.42,17.45,continuation,12.2
AMD_20250627_124000,AMD,2025-06-27 12:40:00+00:00,-1,True,False,False,False,reversal,0.76,5,14,retail_momentum,continuation,0.62,5,0,continuation,0.5,2,0,reversal,0.3742,False,0.22,0.508,2.54,2.13,reversal,12.3
AMD_20260106_141500,AMD,2026-01-06 14:15:00+00:00,1,False,True,False,True,continuation,0.78,15,8,informed_buyer,continuation,0.55,2,0,continuation,0.95,7,0,continuation,0.6091,False,0.22,0.62,1.51,2.42,reversal,12.3
AMD_20250813_133000,AMD,2025-08-13 13:30:00+00:00,1,True,True,False,True,continuation,0.78,15,6,informed_buyer,continuation,0.8,9,1,continuation,0.95,2,0,continuation,0.6591,False,0.22,0.62,283.74,13.91,continuation,11.4
AMD_20250326_132000,AMD,2025-03-26 13:20:00+00:00,-1,False,True,False,False,reversal,0.65,8,14,informed_seller,continuation,0.55,2,0,continuation,0.5,2,0,reversal,0.3524,True,0.22,0.432,0.56,0.59,continuation,12.4
AMD_20251219_142500,AMD,2025-12-19 14:25:00+00:00,1,False,True,False,True,continuation,0.71,15,10,informed_buyer,continuation,0.55,2,0,continuation,0.5,2,0,continuation,0.5376,True,0.22,0.527,3.08,7.38,continuation,11.8
AMD_20240710_130500,AMD,2024-07-10 13:05:00+00:00,1,True,True,False,True,continuation,0.62,13,8,informed_buyer,continuation,0.6,3,0,continuation,0.95,7,0,continuation,0.5631,False,0.22,0.62,15.55,10.15,continuation,12.1
AMD_20240826_132500,AMD,2024-08-26 13:25:00+00:00,1,True,True,False,True,continuation,0.73,15,9,informed_buyer,reversal,0.6,2,5,continuation,0.5,2,0,continuation,0.4346,True,0.22,0.527,0.78,1.77,reversal,12.9
AMD_20240903_133000,AMD,2024-09-03 13:30:00+00:00,-1,True,True,False,False,reversal,0.5,9,10,informed_seller,reversal,0.5,5,8,continuation,0.95,2,0,reversal,0.3832,False,0.22,0.508,53.34,9.04,continuation,12.2
AMD_20240617_132500,AMD,2024-06-17 13:25:00+00:00,-1,False,True,False,False,continuation,0.52,10,9,informed_seller,continuation,0.51,2,0,reversal,0.5,2,5,continuation,0.3958,False,0.22,0.508,4.95,3.87,continuation,11.5
AMD_20240528_131500,AMD,2024-05-28 13:15:00+00:00,1,True,True,False,True,reversal,0.8,6,16,retail_momentum,continuation,0.62,5,0,continuation,0.95,2,0,reversal,0.4164,False,0.22,0.62,1.1,2.35,unclear,12.4
AMD_20260325_133000,AMD,2026-03-25 13:30:00+00:00,1,False,True,False,True,continuation,0.87,20,8,informed_buyer,continuation,0.55,2,0,continuation,0.95,5,0,continuation,0.6611,True,0.22,0.527,115.17,17.14,continuation,11.5
AMD_20241003_131500,AMD,2024-10-03 13:15:00+00:00,-1,True,True,False,False,reversal,0.51,9,10,informed_seller,continuation,0.55,2,0,reversal,0.6,2,5,reversal,0.3767,False,0.22,0.508,0.72,0.96,reversal,11.9
AMD_20260129_142500,AMD,2026-01-29 14:25:00+00:00,1,False,True,False,True,continuation,0.5,9,9,informed_buyer,continuation,0.55,2,0,reversal,0.5,2,3,continuation,0.3686,False,0.22,0.62,0.98,5.46,reversal,11.5
AMD_20240819_100000,AMD,2024-08-19 10:00:00+00:00,1,True,False,False,True,continuation,0.85,17,6,informed_buyer,continuation,0.6,3,0,continuation,0.95,7,0,continuation,0.6641,True,0.22,0.527,1.66,9.85,continuation,12.6
AMD_20250826_100000,AMD,2025-08-26 10:00:00+00:00,1,True,False,False,True,continuation,0.62,13,8,informed_buyer,continuation,0.62,6,5,continuation,0.95,10,0,continuation,0.5671,False,0.22,0.62,6.71,11.66,continuation,11.3
AMD_20240625_133000,AMD,2024-06-25 13:30:00+00:00,-1,True,True,False,False,continuation,0.78,14,6,informed_seller,continuation,0.62,7,0,continuation,0.5,2,0,continuation,0.5671,True,0.22,0.432,85.02,11.18,unclear,11.6
AMD_20250404_100500,AMD,2025-04-04 10:05:00+00:00,-1,False,False,False,False,continuation,0.53,9,8,informed_seller,continuation,0.55,2,0,continuation,0.95,5,0,continuation,0.5331,True,0.22,0.432,0.7,3.58,continuation,12.8
AMD_20260115_131000,AMD,2026-01-15 13:10:00+00:00,1,True,False,False,True,continuation,0.52,10,9,informed_buyer,continuation,0.62,6,0,continuation,0.95,10,0,continuation,0.5321,False,0.22,0.62,2.39,1.96,unclear,12.4
AMD_20250616_132500,AMD,2025-06-16 13:25:00+00:00,-1,False,True,False,False,reversal,0.54,9,12,informed_seller,continuation,0.55,2,0,continuation,0.95,2,0,continuation,0.3643,False,0.22,0.508,5.42,2.88,reversal,10.9
AMD_20250415_212500,AMD,2025-04-15 21:25:00+00:00,-1,False,False,False,False,continuation,0.66,12,9,informed_seller,continuation,0.55,2,0,continuation,0.95,2,0,continuation,0.6767,False,0.38,0.508,0.5,1.07,continuation,12.4
AMD_20241101_132500,AMD,2024-11-01 13:25:00+00:00,-1,True,True,False,False,reversal,0.84,5,18,retail_momentum,continuation,0.5,5,3,continuation,0.5,2,0,reversal,0.4022,False,0.22,0.508,4.11,2.58,continuation,12.6
AMD_20251222_141000,AMD,2025-12-22 14:10:00+00:00,1,False,True,False,True,reversal,0.84,4,18,retail_momentum,continuation,0.62,5,0,continuation,0.95,7,0,reversal,0.4304,False,0.22,0.62,2.37,5.02,reversal,11.5
AMD_20251112_142500,AMD,2025-11-12 14:25:00+00:00,1,True,True,False,True,reversal,0.88,2,18,retail_momentum,continuation,0.89,17,0,continuation,0.95,2,0,reversal,0.4444,False,0.22,0.62,9.46,8.71,continuation,12.3
AMD_20251203_140000,AMD,2025-12-03 14:00:00+00:00,-1,True,True,False,False,continuation,0.71,12,8,informed_seller,continuation,0.62,5,0,continuation,0.95,2,0,continuation,0.6101,True,0.22,0.432,4.18,10.81,reversal,12.5
AMD_20250805_195500,AMD,2025-08-05 19:55:00+00:00,-1,True,False,False,False,reversal,0.75,5,15,informed_seller,reversal,0.5,3,5,continuation,0.5,2,0,reversal,0.5493,False,0.38,0.508,106.54,13.49,continuation,14.9
AMD_20251106_142500,AMD,2025-11-06 14:25:00+00:00,-1,True,True,False,False,reversal,0.8,4,16,retail_momentum,continuation,0.55,2,0,continuation,0.95,2,0,reversal,0.3882,False,0.22,0.508,1.27,3.43,continuation,9.9
AMD_20241223_143000,AMD,2024-12-23 14:30:00+00:00,1,False,True,False,True,continuation,0.76,15,9,informed_buyer,continuation,0.55,2,0,continuation,0.95,7,0,continuation,0.6021,False,0.22,0.62,84.2,8.78,continuation,9.8
