event_id,ticker,t0_utc,direction,has_pre_event_news,is_opening_bell,is_etf,is_up_spike,micro_label,micro_conf,micro_cont_score,micro_rev_score,micro_who,news_label,news_conf,news_cont_score,news_rev_score,macro_label,macro_conf,macro_cont_score,macro_rev_score,ensemble_label,ensemble_score,is_macro_driven,dir_weight,dir_prior,open_adj_vol_mult,open_adj_range_mult,true_label_proxy,elapsed_s
AMD_20260114_143500,AMD,2026-01-14 14:35:00+00:00,-1,True,True,False,False,reversal,0.95,0,20,retail_momentum,continuation,0.55,11,5,continuation,0.95,10,0,reversal,0.4574,True,0.22,0.432,,,reversal,11.2
AMD_20260113_143000,AMD,2026-01-13 14:30:00+00:00,1,False,True,False,True,reversal,0.95,0,20,retail_momentum,reversal,0.6,2,5,continuation,0.77,8,5,reversal,0.5889,False,0.22,0.62,,,reversal,11.2
AMD_20251022_133000,AMD,2025-10-22 13:30:00+00:00,-1,True,True,False,False,reversal,0.9,0,18,stop_cascade,reversal,0.5,3,5,continuation,0.95,8,0,reversal,0.5399,True,0.22,0.432,,,continuation,15.4
AMD_20251114_143000,AMD,2025-11-14 14:30:00+00:00,-1,False,True,False,False,reversal,0.95,0,20,stop_cascade,reversal,0.6,2,3,continuation,0.95,8,0,reversal,0.5774,True,0.22,0.432,,,reversal,11.4
AMD_20251118_143000,AMD,2025-11-18 14:30:00+00:00,-1,False,True,False,False,reversal,0.95,0,20,stop_cascade,reversal,0.6,2,3,continuation,0.75,8,2,reversal,0.5774,True,0.22,0.432,,,continuation,11.2
AMD_20251205_143000,AMD,2025-12-05 14:30:00+00:00,1,False,True,False,True,reversal,0.75,4,12,retail_momentum,reversal,0.5,2,3,continuation,0.95,10,0,reversal,0.4784,True,0.22,0.527,,,unclear,10.7
AMD_20251111_182500,AMD,2025-11-11 18:25:00+00:00,-1,True,False,False,False,reversal,0.83,3,15,stop_cascade,reversal,0.57,3,7,continuation,0.56,5,4,reversal,0.552,False,0.3,0.508,,,reversal,10.8
AMD_20251229_143500,AMD,2025-12-29 14:35:00+00:00,1,True,True,False,True,reversal,0.76,4,13,retail_momentum,reversal,0.71,1,6,continuation,0.95,10,0,reversal,0.5239,True,0.22,0.527,,,unclear,11.0
AMD_20251208_143000,AMD,2025-12-08 14:30:00+00:00,1,False,True,False,True,reversal,0.84,4,15,retail_momentum,reversal,0.5,2,3,reversal,0.75,3,9,reversal,0.6224,True,0.22,0.527,,,reversal,10.2
AMD_20251119_210000,AMD,2025-11-19 21:00:00+00:00,1,False,False,False,True,reversal,0.75,4,12,informed_buyer,reversal,0.6,2,3,continuation,0.55,5,4,reversal,0.6181,False,0.38,0.62,,,continuation,10.7
AMD_20251211_143000,AMD,2025-12-11 14:30:00+00:00,-1,False,True,False,False,reversal,0.95,0,18,retail_momentum,reversal,0.5,2,3,continuation,0.95,8,0,reversal,0.5407,False,0.22,0.508,,,unclear,11.7
AMD_20251121_143000,AMD,2025-11-21 14:30:00+00:00,-1,True,True,False,False,reversal,0.95,0,20,stop_cascade,reversal,0.6,1,4,reversal,0.67,2,4,reversal,0.6612,False,0.22,0.508,,,continuation,13.3
AMD_20251104_205500,AMD,2025-11-04 20:55:00+00:00,-1,True,False,False,False,reversal,0.88,2,16,stop_cascade,continuation,0.78,9,2,continuation,0.95,8,0,reversal,0.4948,False,0.38,0.508,,,continuation,12.2
AMD_20251104_143000,AMD,2025-11-04 14:30:00+00:00,-1,True,True,False,False,reversal,0.9,0,18,retail_momentum,reversal,0.6,2,6,continuation,0.95,8,0,reversal,0.5599,True,0.22,0.432,,,reversal,11.9
AMD_20251202_143500,AMD,2025-12-02 14:35:00+00:00,1,True,True,False,True,continuation,0.76,14,8,informed_buyer,reversal,0.71,1,6,continuation,0.95,10,0,continuation,0.5126,True,0.22,0.527,,,reversal,11.9
META_20251222_143000,META,2025-12-22 14:30:00+00:00,1,False,True,False,True,reversal,0.88,0,16,retail_momentum,reversal,0.5,3,5,continuation,0.77,8,5,reversal,0.5239,True,0.22,0.527,,,reversal,11.1
META_20251112_143000,META,2025-11-12 14:30:00+00:00,-1,True,True,False,False,continuation,0.67,10,8,informed_seller,continuation,0.6,4,1,continuation,0.95,8,0,continuation,0.5921,True,0.22,0.432,,,continuation,10.4
META_20260113_143000,META,2026-01-13 14:30:00+00:00,-1,True,True,False,False,reversal,0.75,4,12,retail_momentum,continuation,0.6,8,5,reversal,0.67,5,9,reversal,0.4712,False,0.22,0.508,,,continuation,11.2
META_20260108_143000,META,2026-01-08 14:30:00+00:00,-1,True,True,False,False,continuation,0.66,12,9,informed_seller,reversal,0.75,1,8,continuation,0.95,10,0,continuation,0.4686,True,0.22,0.432,,,reversal,12.3
META_20260105_143000,META,2026-01-05 14:30:00+00:00,1,False,True,False,True,continuation,0.67,12,9,informed_buyer,reversal,0.5,3,5,reversal,0.67,5,9,unclear,0.3386,True,0.22,0.527,,,continuation,11.7
META_20251029_194500,META,2025-10-29 19:45:00+00:00,1,True,False,False,True,reversal,0.85,5,16,retail_momentum,continuation,0.5,8,5,continuation,0.95,10,0,reversal,0.5331,False,0.38,0.62,,,reversal,11.5
META_20260107_144500,META,2026-01-07 14:45:00+00:00,-1,True,True,False,False,reversal,0.83,4,15,retail_momentum,continuation,0.6,8,5,continuation,0.95,10,0,reversal,0.3987,False,0.22,0.508,,,continuation,11.2
META_20251103_143000,META,2025-11-03 14:30:00+00:00,-1,True,True,False,False,reversal,0.95,0,19,retail_momentum,continuation,0.58,8,7,reversal,0.78,2,9,reversal,0.5744,True,0.22,0.432,,,continuation,10.8
MSFT_20251031_133000,MSFT,2025-10-31 13:30:00+00:00,-1,True,True,False,False,reversal,0.9,0,18,retail_momentum,reversal,0.6,1,4,continuation,0.95,8,0,reversal,0.5599,True,0.22,0.432,,,continuation,11.1
MSFT_20260107_143000,MSFT,2026-01-07 14:30:00+00:00,1,True,True,False,True,continuation,0.71,12,7,informed_buyer,reversal,0.6,4,6,reversal,0.67,5,9,continuation,0.3526,True,0.22,0.527,,,continuation,11.5
MSFT_20251124_144000,MSFT,2025-11-24 14:40:00+00:00,-1,True,True,False,False,reversal,0.95,0,20,stop_cascade,continuation,0.78,9,2,continuation,0.67,10,5,reversal,0.4574,True,0.22,0.432,,,reversal,11.4
MSFT_20251104_143000,MSFT,2025-11-04 14:30:00+00:00,-1,False,True,False,False,reversal,0.8,4,16,retail_momentum,reversal,0.6,2,3,continuation,0.95,8,0,reversal,0.5249,True,0.22,0.432,,,reversal,10.7
MSFT_20251110_143000,MSFT,2025-11-10 14:30:00+00:00,-1,True,True,False,False,reversal,0.9,0,18,retail_momentum,reversal,0.5,3,5,continuation,0.56,5,4,reversal,0.5232,False,0.22,0.508,,,reversal,11.5
MSFT_20251222_143500,MSFT,2025-12-22 14:35:00+00:00,-1,True,True,False,False,reversal,0.95,0,20,stop_cascade,reversal,0.5,3,5,continuation,0.67,8,4,reversal,0.5574,True,0.22,0.432,,,unclear,13.8
MSFT_20251029_195500,MSFT,2025-10-29 19:55:00+00:00,1,True,False,False,True,reversal,0.85,4,17,retail_momentum,continuation,0.79,14,3,continuation,0.75,8,2,reversal,0.5331,False,0.38,0.62,,,reversal,10.8
MSFT_20251106_143000,MSFT,2025-11-06 14:30:00+00:00,-1,True,True,False,False,reversal,0.64,9,13,retail_momentum,reversal,0.71,1,6,continuation,0.95,8,0,reversal,0.4909,True,0.22,0.432,,,continuation,10.6
MSFT_20251121_145500,MSFT,2025-11-21 14:55:00+00:00,-1,True,True,False,False,reversal,0.85,2,16,stop_cascade,reversal,0.5,5,8,reversal,0.67,5,9,reversal,0.6229,True,0.22,0.432,,,continuation,12.0
MSFT_20260113_151500,MSFT,2026-01-13 15:15:00+00:00,-1,True,False,False,False,reversal,0.75,6,15,retail_momentum,continuation,0.56,9,4,continuation,0.95,10,0,reversal,0.41,False,0.3,0.508,,,continuation,11.3
MSFT_20260105_143000,MSFT,2026-01-05 14:30:00+00:00,-1,True,True,False,False,reversal,0.95,0,20,retail_momentum,continuation,0.54,7,6,reversal,0.67,5,9,reversal,0.5579,True,0.22,0.432,,,reversal,13.0
NFLX_20251111_143000,NFLX,2025-11-11 14:30:00+00:00,1,False,True,False,True,reversal,0.55,9,12,informed_buyer,reversal,0.5,2,3,reversal,0.57,3,4,reversal,0.5144,False,0.22,0.62,,,unclear,12.1
NFLX_20251028_133000,NFLX,2025-10-28 13:30:00+00:00,1,False,True,False,True,reversal,0.95,0,19,retail_momentum,reversal,0.6,2,5,reversal,0.67,5,9,reversal,0.6689,True,0.22,0.527,,,continuation,11.7
NFLX_20251110_143000,NFLX,2025-11-10 14:30:00+00:00,1,False,True,False,True,reversal,0.75,4,12,retail_momentum,reversal,0.5,2,3,continuation,0.8,10,2,reversal,0.4989,False,0.22,0.62,,,continuation,10.7
NFLX_20260113_143000,NFLX,2026-01-13 14:30:00+00:00,1,False,True,False,True,reversal,0.9,0,18,retail_momentum,reversal,0.6,2,5,continuation,0.67,10,5,reversal,0.5714,False,0.22,0.62,,,reversal,11.3
NFLX_20251030_195500,NFLX,2025-10-30 19:55:00+00:00,-1,False,False,False,False,reversal,0.95,0,20,stop_cascade,reversal,0.6,2,3,continuation,0.71,8,3,reversal,0.6393,False,0.38,0.508,,,reversal,10.7
NFLX_20251021_200000,NFLX,2025-10-21 20:00:00+00:00,-1,False,False,False,False,reversal,0.94,1,18,stop_cascade,reversal,0.6,2,3,continuation,0.95,8,0,reversal,0.6358,False,0.38,0.508,,,reversal,10.9
NFLX_20260106_143000,NFLX,2026-01-06 14:30:00+00:00,-1,False,True,False,False,reversal,0.79,4,15,retail_momentum,reversal,0.6,2,5,continuation,0.95,10,0,reversal,0.5214,True,0.22,0.432,,,unclear,12.5
NFLX_20251210_143000,NFLX,2025-12-10 14:30:00+00:00,-1,True,True,False,False,reversal,0.67,9,14,retail_momentum,continuation,0.5,6,5,continuation,0.67,8,4,reversal,0.3594,True,0.22,0.432,,,continuation,11.0
NFLX_20251215_143000,NFLX,2025-12-15 14:30:00+00:00,-1,False,True,False,False,continuation,0.72,13,9,informed_seller,reversal,0.6,2,3,continuation,0.95,8,0,continuation,0.4896,True,0.22,0.432,,,continuation,11.6
NFLX_20260102_143000,NFLX,2026-01-02 14:30:00+00:00,-1,False,True,False,False,reversal,0.55,10,12,informed_seller,reversal,0.6,2,3,reversal,0.75,3,9,reversal,0.5499,True,0.22,0.432,,,unclear,11.3
NFLX_20260114_143000,NFLX,2026-01-14 14:30:00+00:00,-1,False,True,False,False,continuation,0.67,12,8,informed_seller,reversal,0.6,2,5,continuation,0.95,10,0,continuation,0.4721,True,0.22,0.432,,,continuation,11.1
NFLX_20260105_143000,NFLX,2026-01-05 14:30:00+00:00,1,True,True,False,True,continuation,0.71,12,8,informed_buyer,reversal,0.5,3,5,reversal,0.67,5,9,continuation,0.3526,True,0.22,0.527,,,unclear,11.5
NFLX_20251229_143500,NFLX,2025-12-29 14:35:00+00:00,1,False,True,False,True,reversal,0.79,5,15,retail_momentum,reversal,0.6,2,5,continuation,0.95,10,0,reversal,0.5124,True,0.22,0.527,,,reversal,11.3
NFLX_20251124_205000,NFLX,2025-11-24 20:50:00+00:00,1,False,False,False,True,continuation,0.69,13,9,informed_buyer,reversal,0.5,2,3,continuation,0.95,10,0,continuation,0.5637,True,0.38,0.527,,,unclear,13.6
NVDA_20251202_143000,NVDA,2025-12-02 14:30:00+00:00,1,True,True,False,True,reversal,0.67,8,12,retail_momentum,reversal,0.71,1,6,reversal,0.95,0,9,reversal,0.6554,False,0.22,0.62,,,reversal,13.1
NVDA_20251113_143000,NVDA,2025-11-13 14:30:00+00:00,-1,True,True,False,False,reversal,0.95,0,20,stop_cascade,reversal,0.5,5,8,continuation,0.95,10,0,reversal,0.5407,False,0.22,0.508,,,continuation,12.3
NVDA_20260105_143000,NVDA,2026-01-05 14:30:00+00:00,1,True,True,False,True,reversal,0.86,4,15,retail_momentum,continuation,0.56,9,4,reversal,0.95,0,9,reversal,0.5594,True,0.22,0.527,,,reversal,12.4
NVDA_20251208_143000,NVDA,2025-12-08 14:30:00+00:00,1,True,True,False,True,reversal,0.75,4,12,retail_momentum,reversal,0.54,6,7,reversal,0.67,5,9,reversal,0.5869,True,0.22,0.527,,,reversal,12.1
NVDA_20251208_175500,NVDA,2025-12-08 17:55:00+00:00,1,True,False,False,True,continuation,0.7,14,10,informed_buyer,reversal,0.57,3,7,continuation,0.95,8,0,continuation,0.5294,True,0.3,0.527,,,reversal,11.6
NVDA_20260114_143000,NVDA,2026-01-14 14:30:00+00:00,-1,True,True,False,False,reversal,0.95,0,20,retail_momentum,reversal,0.6,3,12,continuation,0.95,10,0,reversal,0.5774,True,0.22,0.432,,,continuation,12.0
NVDA_20251205_143500,NVDA,2025-12-05 14:35:00+00:00,-1,True,True,False,False,reversal,0.95,0,20,stop_cascade,reversal,0.57,3,7,continuation,0.95,10,0,reversal,0.5547,False,0.22,0.508,,,reversal,11.1
NVDA_20251125_143000,NVDA,2025-11-25 14:30:00+00:00,-1,True,True,False,False,reversal,0.95,0,20,stop_cascade,reversal,0.5,6,11,continuation,0.67,10,5,reversal,0.5574,True,0.22,0.432,,,continuation,14.2
NVDA_20260112_143000,NVDA,2026-01-12 14:30:00+00:00,1,False,True,False,True,continuation,0.85,17,5,informed_buyer,reversal,0.71,1,6,continuation,0.95,10,0,continuation,0.5441,True,0.22,0.527,,,reversal,10.8
NVDA_20251124_144000,NVDA,2025-11-24 14:40:00+00:00,-1,True,True,False,False,reversal,0.88,2,18,stop_cascade,continuation,0.58,12,5,continuation,0.95,10,0,reversal,0.4329,True,0.22,0.432,,,reversal,11.5
PLTR_20251202_143000,PLTR,2025-12-02 14:30:00+00:00,1,False,True,False,True,reversal,0.857,1,12,retail_momentum,reversal,0.5,2,3,reversal,0.67,5,9,reversal,0.6369,False,0.22,0.62,,,unclear,12.2
PLTR_20251106_143500,PLTR,2025-11-06 14:35:00+00:00,1,False,True,False,True,reversal,0.95,0,20,retail_momentum,reversal,0.5,2,3,reversal,0.64,2,9,reversal,0.6649,False,0.22,0.62,,,reversal,12.8
PLTR_20251029_134000,PLTR,2025-10-29 13:40:00+00:00,1,False,True,False,True,reversal,0.71,7,12,retail_momentum,reversal,0.5,2,3,continuation,0.67,10,2,reversal,0.4849,False,0.22,0.62,,,continuation,11.8
PLTR_20260114_143000,PLTR,2026-01-14 14:30:00+00:00,1,False,True,False,True,reversal,0.68,9,14,informed_buyer,reversal,0.6,2,5,continuation,0.95,10,0,reversal,0.4739,True,0.22,0.527,,,reversal,11.9
PLTR_20251218_143000,PLTR,2025-12-18 14:30:00+00:00,1,False,True,False,True,reversal,0.88,1,15,retail_momentum,reversal,0.6,2,3,continuation,0.95,8,0,reversal,0.5644,False,0.22,0.62,,,continuation,11.3
PLTR_20251222_143500,PLTR,2025-12-22 14:35:00+00:00,1,False,True,False,True,reversal,0.83,4,16,retail_momentum,reversal,0.5,3,5,continuation,0.77,8,5,reversal,0.5064,True,0.22,0.527,,,reversal,11.8
PLTR_20251226_143000,PLTR,2025-12-26 14:30:00+00:00,-1,True,True,False,False,reversal,0.71,9,12,stop_cascade,reversal,0.5,3,5,continuation,0.67,10,5,reversal,0.4734,True,0.22,0.432,,,continuation,11.9
PLTR_20251215_143000,PLTR,2025-12-15 14:30:00+00:00,1,False,True,False,True,reversal,0.74,5,12,retail_momentum,reversal,0.5,2,3,continuation,0.95,8,0,reversal,0.4749,True,0.22,0.527,,,reversal,11.1
PLTR_20251124_143000,PLTR,2025-11-24 14:30:00+00:00,1,True,True,False,True,reversal,0.71,7,12,retail_momentum,continuation,0.73,11,3,continuation,0.95,15,0,continuation,0.3926,True,0.22,0.527,,,continuation,13.9
QQQ_20251125_144000,QQQ,2025-11-25 14:40:00+00:00,-1,True,True,True,False,reversal,0.95,0,20,stop_cascade,reversal,0.55,5,11,continuation,0.95,13,0,reversal,0.5674,True,0.22,0.432,,,reversal,11.7
QQQ_20251106_145000,QQQ,2025-11-06 14:50:00+00:00,-1,False,True,True,False,continuation,0.71,12,8,informed_seller,reversal,0.5,2,3,continuation,0.95,8,0,continuation,0.4861,True,0.22,0.432,,,continuation,10.7
QQQ_20260102_151000,QQQ,2026-01-02 15:10:00+00:00,-1,False,False,True,False,reversal,0.95,0,20,stop_cascade,reversal,0.6,2,3,continuation,0.95,8,0,reversal,0.6229,True,0.3,0.432,,,continuation,10.6
QQQ_20251113_143500,QQQ,2025-11-13 14:35:00+00:00,-1,False,True,True,False,reversal,0.89,0,16,retail_momentum,reversal,0.5,2,3,continuation,0.95,8,0,reversal,0.5364,True,0.22,0.432,,,unclear,10.8
QQQ_20251212_155500,QQQ,2025-12-12 15:55:00+00:00,-1,False,False,True,False,continuation,0.85,12,2,informed_seller,reversal,0.5,2,3,continuation,0.95,11,0,continuation,0.5696,True,0.3,0.432,,,unclear,10.8
QQQ_20251119_144000,QQQ,2025-11-19 14:40:00+00:00,1,True,True,True,True,continuation,0.85,16,4,informed_buyer,reversal,0.71,1,6,continuation,0.95,10,0,continuation,0.5441,True,0.22,0.527,,,continuation,11.1
SPY_20251125_144500,SPY,2025-11-25 14:45:00+00:00,-1,True,True,True,False,reversal,0.95,0,20,retail_momentum,reversal,0.55,5,11,continuation,0.95,13,0,reversal,0.5674,True,0.22,0.432,,,reversal,12.2
SPY_20251029_183500,SPY,2025-10-29 18:35:00+00:00,-1,False,False,True,False,reversal,0.88,0,15,stop_cascade,reversal,0.5,2,3,continuation,0.95,13,0,reversal,0.5784,True,0.3,0.432,,,unclear,11.1
SPY_20251114_143000,SPY,2025-11-14 14:30:00+00:00,-1,False,True,True,False,reversal,0.88,0,16,retail_momentum,reversal,0.5,2,3,continuation,0.95,8,0,reversal,0.5329,True,0.22,0.432,,,reversal,11.5
TSLA_20251215_143000,TSLA,2025-12-15 14:30:00+00:00,1,True,True,False,True,reversal,0.95,0,20,retail_momentum,reversal,0.64,4,11,continuation,0.95,8,0,reversal,0.5764,True,0.22,0.527,,,reversal,13.0
TSLA_20251212_143000,TSLA,2025-12-12 14:30:00+00:00,1,False,True,False,True,reversal,0.78,4,14,retail_momentum,reversal,0.5,2,3,continuation,0.95,8,0,reversal,0.5094,False,0.22,0.62,,,reversal,10.7
TSLA_20251103_143000,TSLA,2025-11-03 14:30:00+00:00,1,True,True,False,True,reversal,0.75,4,12,retail_momentum,reversal,0.5,6,11,reversal,0.95,0,9,reversal,0.6209,True,0.22,0.527,,,continuation,11.3
TSLA_20251204_143000,TSLA,2025-12-04 14:30:00+00:00,-1,True,True,False,False,reversal,0.9,0,18,stop_cascade,reversal,0.57,3,7,continuation,0.95,8,0,reversal,0.5539,True,0.22,0.432,,,reversal,11.1
TSLA_20251106_144000,TSLA,2025-11-06 14:40:00+00:00,1,False,True,False,True,reversal,0.95,0,20,retail_momentum,reversal,0.5,2,3,continuation,0.95,10,0,reversal,0.5484,True,0.22,0.527,,,reversal,10.9
TSLA_20251202_145000,TSLA,2025-12-02 14:50:00+00:00,-1,False,True,False,False,reversal,0.95,0,20,retail_momentum,reversal,0.6,2,3,continuation,0.95,8,0,reversal,0.5774,True,0.22,0.432,,,reversal,11.4
TSLA_20251224_143000,TSLA,2025-12-24 14:30:00+00:00,-1,True,True,False,False,continuation,0.71,12,9,informed_seller,reversal,0.5,2,6,continuation,0.95,10,0,continuation,0.4861,True,0.22,0.432,,,continuation,12.2
TSLA_20251117_143000,TSLA,2025-11-17 14:30:00+00:00,1,False,True,False,True,continuation,0.79,15,7,informed_buyer,reversal,0.5,2,3,continuation,0.71,8,3,continuation,0.4871,True,0.22,0.527,,,continuation,11.9
TSLA_20251216_143000,TSLA,2025-12-16 14:30:00+00:00,-1,False,True,False,False,reversal,0.95,0,20,retail_momentum,reversal,0.6,2,5,reversal,0.95,0,9,reversal,0.7032,False,0.22,0.508,,,reversal,11.3
TSLA_20251113_143500,TSLA,2025-11-13 14:35:00+00:00,-1,True,True,False,False,reversal,0.53,9,10,retail_momentum,reversal,0.6,1,4,continuation,0.95,8,0,reversal,0.4304,True,0.22,0.432,,,continuation,11.3
XLK_20251125_144000,XLK,2025-11-25 14:40:00+00:00,-1,False,True,True,False,reversal,0.75,4,13,retail_momentum,reversal,0.5,3,5,continuation,0.95,13,0,reversal,0.4874,True,0.22,0.432,,,reversal,11.6
XLK_20251114_143500,XLK,2025-11-14 14:35:00+00:00,1,False,True,True,True,continuation,0.74,12,7,informed_buyer,reversal,0.5,2,3,reversal,0.95,0,9,continuation,0.3631,True,0.22,0.527,,,continuation,11.9
XLK_20260108_143000,XLK,2026-01-08 14:30:00+00:00,-1,False,True,True,False,reversal,0.67,8,12,retail_momentum,reversal,0.5,3,5,continuation,0.95,13,0,reversal,0.4594,True,0.22,0.432,,,continuation,11.3
XLK_20251106_144000,XLK,2025-11-06 14:40:00+00:00,-1,False,True,True,False,reversal,0.73,8,14,retail_momentum,reversal,0.5,2,3,continuation,0.95,8,0,reversal,0.4804,True,0.22,0.432,,,continuation,10.9
