event_id,ticker,t0_utc,direction,cluster_len,peak_abs_ret_3_bp,peak_z_ret_3,peak_volume_mult,peak_range_mult,peak_impact_mult,event_window_start,event_window_end,val_window_start,val_window_end,event_return,forward_return_60m,label_proxy,reject_reason,strength_score
AAPL_20240909_133500,AAPL,2024-09-09 13:35:00+00:00,-1,17,128.87543569987338,4.118602267934144,339.3612987798729,12.09194442018288,0.1950245007351844,2024-09-09 13:20:00+00:00,2024-09-09 13:35:00+00:00,2024-09-09 13:40:00+00:00,2024-09-09 14:35:00+00:00,-0.0079483695652174,-0.004724599968043,continuation,over_cap_or_below_cutoff,0.5799482088262415
AAPL_20240911_133000,AAPL,2024-09-11 13:30:00+00:00,1,4,85.63273073263211,4.049948590466297,1247.258809234508,36.53803253130584,0.0267820631351007,2024-09-11 13:15:00+00:00,2024-09-11 13:30:00+00:00,2024-09-11 13:35:00+00:00,2024-09-11 14:30:00+00:00,0.0065566357675785,-0.0182349505840071,reversal,over_cap_or_below_cutoff,0.5693472657262739
AAPL_20240912_133000,AAPL,2024-09-12 13:30:00+00:00,-1,8,87.90989914353231,5.512559781702441,679.6984246061515,18.81814572786693,0.0439439322927389,2024-09-12 13:15:00+00:00,2024-09-12 13:30:00+00:00,2024-09-12 13:35:00+00:00,2024-09-12 14:30:00+00:00,-0.0055632823365785,0.0028423189713511,unclear,low_strength_unclear,0.6506984496682673
AAPL_20240913_133000,AAPL,2024-09-13 13:30:00+00:00,-1,3,71.9327428854033,5.480481142270623,681.063829787234,22.975122106009792,0.0327885561270544,2024-09-13 13:15:00+00:00,2024-09-13 13:30:00+00:00,2024-09-13 13:35:00+00:00,2024-09-13 14:30:00+00:00,-0.0058639400022031,-0.0027812668221782,unclear,low_strength_unclear,0.5608650731855171
AAPL_20240917_112500,AAPL,2024-09-17 11:25:00+00:00,-1,4,68.83080643660833,5.132045776401536,19.838819523269013,20.49636906602141,1.1492291809889696,2024-09-17 11:10:00+00:00,2024-09-17 11:25:00+00:00,2024-09-17 11:30:00+00:00,2024-09-17 12:25:00+00:00,-0.0068360277136257,0.0046042228629894,reversal,over_cap_or_below_cutoff,0.5429259542453153
AAPL_20240918_133000,AAPL,2024-09-18 13:30:00+00:00,1,3,71.74722899324193,4.181623195676073,807.9308565531476,17.936107675325804,0.0161154249320104,2024-09-18 13:15:00+00:00,2024-09-18 13:30:00+00:00,2024-09-18 13:35:00+00:00,2024-09-18 14:30:00+00:00,0.0051057957681692,0.0098851311152807,continuation,over_cap_or_below_cutoff,0.4674287862769356
AAPL_20240920_132500,AAPL,2024-09-20 13:25:00+00:00,1,4,84.24270631495423,4.7360205230166,3872.376358105172,10.75506385501963,0.1727700905485769,2024-09-20 13:10:00+00:00,2024-09-20 13:25:00+00:00,2024-09-20 13:30:00+00:00,2024-09-20 14:25:00+00:00,0.0034907059952875,0.000236977128446,unclear,over_cap_or_below_cutoff,0.6457083537215418
AAPL_20240920_195000,AAPL,2024-09-20 19:50:00+00:00,-1,4,195.35698642137112,5.0190283097709765,20.15875675055532,9.859824165862198,1.2002735202693506,2024-09-20 19:35:00+00:00,2024-09-20 19:50:00+00:00,2024-09-20 19:55:00+00:00,2024-09-20 20:50:00+00:00,-0.0036507322939485,-0.0168980084490041,continuation,over_cap_or_below_cutoff,0.7326410759626265
AAPL_20240930_133000,AAPL,2024-09-30 13:30:00+00:00,1,4,102.97714907508526,4.276618887504499,416.6637478108581,15.717561691800364,0.0524276388069272,2024-09-30 13:15:00+00:00,2024-09-30 13:30:00+00:00,2024-09-30 13:35:00+00:00,2024-09-30 14:30:00+00:00,0.0095614759441957,-0.004584786258556,reversal,over_cap_or_below_cutoff,0.5305139216020209
AAPL_20241001_110000,AAPL,2024-10-01 11:00:00+00:00,-1,5,103.0303030303048,6.223677398969857,55.21098993288591,32.37498490469461,1.0821041011071983,2024-10-01 10:45:00+00:00,2024-10-01 11:00:00+00:00,2024-10-01 11:05:00+00:00,2024-10-01 12:00:00+00:00,-0.0063852581958431,-0.0077417407055982,continuation,over_cap_or_below_cutoff,0.7113481909925619
AAPL_20241002_133000,AAPL,2024-10-02 13:30:00+00:00,-1,9,100.15197846994228,5.309909159304947,517.3202858030444,12.480119340620666,0.0832044014622191,2024-10-02 13:15:00+00:00,2024-10-02 13:30:00+00:00,2024-10-02 13:35:00+00:00,2024-10-02 14:30:00+00:00,-0.0032623169107857,0.0044307884131542,reversal,over_cap_or_below_cutoff,0.636602919800896
AAPL_20241004_133000,AAPL,2024-10-04 13:30:00+00:00,-1,6,84.96703102181202,5.709862770094932,522.8632265490121,15.749513968750106,0.0806819814355216,2024-10-04 13:15:00+00:00,2024-10-04 13:30:00+00:00,2024-10-04 13:35:00+00:00,2024-10-04 14:30:00+00:00,-0.0030736805128656,-0.0106148696264974,continuation,over_cap_or_below_cutoff,0.6381965625344486
AAPL_20241011_133000,AAPL,2024-10-11 13:30:00+00:00,-1,3,88.80291906625092,4.9966427851406525,960.4212614042046,30.58864075794434,0.0331222407162076,2024-10-11 13:15:00+00:00,2024-10-11 13:30:00+00:00,2024-10-11 13:35:00+00:00,2024-10-11 14:30:00+00:00,-0.0050436879760485,0.0028929604628737,unclear,over_cap_or_below_cutoff,0.6064046451240552
AAPL_20241014_133000,AAPL,2024-10-14 13:30:00+00:00,1,3,101.87128366562214,5.2176867512574,902.6085423197492,18.994670058799905,0.032700913177564,2024-10-14 13:15:00+00:00,2024-10-14 13:30:00+00:00,2024-10-14 13:35:00+00:00,2024-10-14 14:30:00+00:00,0.0044461121607057,0.0014856130108424,unclear,over_cap_or_below_cutoff,0.6445857191577169
AAPL_20241015_103000,AAPL,2024-10-15 10:30:00+00:00,1,3,78.35497835498195,4.766257586439651,18.641224970553598,22.683066213422883,1.8946046348165828,2024-10-15 10:10:00+00:00,2024-10-15 10:30:00+00:00,2024-10-15 10:35:00+00:00,2024-10-15 11:30:00+00:00,0.0064524510653041,0.0042597134374597,continuation,over_cap_or_below_cutoff,0.48268550239839936
AAPL_20241015_133500,AAPL,2024-10-15 13:35:00+00:00,1,4,115.9113506981746,5.109391320813853,588.3792498354902,8.446128017256244,0.0400761828174784,2024-10-15 13:20:00+00:00,2024-10-15 13:35:00+00:00,2024-10-15 13:40:00+00:00,2024-10-15 14:35:00+00:00,0.0038410652554308,0.0036137919306151,continuation,over_cap_or_below_cutoff,0.6613240263586824
AAPL_20241016_132500,AAPL,2024-10-16 13:25:00+00:00,-1,5,90.01192929183111,5.542076122569793,1030.4662447257383,12.363681094377318,0.1471268208367267,2024-10-16 13:10:00+00:00,2024-10-16 13:25:00+00:00,2024-10-16 13:30:00+00:00,2024-10-16 14:25:00+00:00,-0.0062617944758963,-0.0041877427708242,continuation,over_cap_or_below_cutoff,0.7256317839499493
AAPL_20241023_155000,AAPL,2024-10-23 15:50:00+00:00,-1,3,116.91348402181887,4.930251365304813,245.56402655421485,12.888910808574249,0.3132889669036053,2024-10-23 15:35:00+00:00,2024-10-23 15:50:00+00:00,2024-10-23 15:55:00+00:00,2024-10-23 16:50:00+00:00,-0.0080075365049459,-0.0104174220840886,continuation,over_cap_or_below_cutoff,0.5731124990081414
AAPL_20241107_143000,AAPL,2024-11-07 14:30:00+00:00,1,3,74.02782732786494,4.806696788717385,936.1314473003276,27.90254679924088,0.0293251894047795,2024-11-07 14:15:00+00:00,2024-11-07 14:30:00+00:00,2024-11-07 14:35:00+00:00,2024-11-07 15:30:00+00:00,0.0074027827327862,-0.0020783532536521,unclear,over_cap_or_below_cutoff,0.5518624345730379
AAPL_20241118_130000,AAPL,2024-11-18 13:00:00+00:00,-1,2,64.69492688403466,4.651089564105656,24.312997347480103,93.83228994367292,0.9898496573040292,2024-11-18 12:45:00+00:00,2024-11-18 13:00:00+00:00,2024-11-18 13:05:00+00:00,2024-11-18 14:00:00+00:00,-0.0064279073885519,0.0058011566668747,reversal,over_cap_or_below_cutoff,0.4047607645603617
AAPL_20241120_143000,AAPL,2024-11-20 14:30:00+00:00,1,9,80.98854308415059,4.783241031618808,1163.7036011080334,28.92855978675388,0.0716798751923686,2024-11-20 14:15:00+00:00,2024-11-20 14:30:00+00:00,2024-11-20 14:35:00+00:00,2024-11-20 15:30:00+00:00,0.0080988543084148,-0.0127364960484205,reversal,over_cap_or_below_cutoff,0.629025555436731
AAPL_20241121_142500,AAPL,2024-11-21 14:25:00+00:00,-1,15,96.61304166024732,4.713741104860934,221.25167179704917,13.872475547146168,0.1936272286941052,2024-11-21 14:10:00+00:00,2024-11-21 14:25:00+00:00,2024-11-21 14:30:00+00:00,2024-11-21 15:25:00+00:00,-0.0030038402976394,-0.012672055931833,continuation,over_cap_or_below_cutoff,0.5383735431604871
AAPL_20241122_143500,AAPL,2024-11-22 14:35:00+00:00,1,3,74.24766744053457,4.45312632497554,662.6477487703368,14.50822918891965,0.0262992090608328,2024-11-22 14:20:00+00:00,2024-11-22 14:35:00+00:00,2024-11-22 14:40:00+00:00,2024-11-22 15:35:00+00:00,0.0056815324394423,-0.0019124241911658,unclear,low_strength_unclear,0.4721169041385457
AAPL_20241125_143000,AAPL,2024-11-25 14:30:00+00:00,1,3,76.50084280588887,6.087920803825455,990.7036457168418,13.870082401016138,0.0277541264035744,2024-11-25 14:15:00+00:00,2024-11-25 14:30:00+00:00,2024-11-25 14:35:00+00:00,2024-11-25 15:30:00+00:00,0.003282519987269,-0.0018939393939393,unclear,over_cap_or_below_cutoff,0.6771014575762434
AAPL_20241202_143000,AAPL,2024-12-02 14:30:00+00:00,1,6,89.22759085926657,4.618455692837557,712.1795496916678,39.84550824027762,0.0521996201341175,2024-12-02 14:15:00+00:00,2024-12-02 14:30:00+00:00,2024-12-02 14:35:00+00:00,2024-12-02 15:30:00+00:00,0.0089227590859262,0.0058241602565523,continuation,over_cap_or_below_cutoff,0.582440128292395
AAPL_20241206_144500,AAPL,2024-12-06 14:45:00+00:00,1,2,64.35643564357107,5.366574661979356,549.70505160239,14.074450048536672,0.0328466936171965,2024-12-06 14:30:00+00:00,2024-12-06 14:45:00+00:00,2024-12-06 14:50:00+00:00,2024-12-06 15:45:00+00:00,0.0064356435643564,-0.0015170519757337,unclear,low_strength_unclear,0.46044581632543435
AAPL_20241218_203500,AAPL,2024-12-18 20:35:00+00:00,-1,10,136.07376416588934,4.968703988204845,4.698373304425345,5.722963095375049,19.5157086029638,2024-12-18 20:20:00+00:00,2024-12-18 20:35:00+00:00,2024-12-18 20:40:00+00:00,2024-12-18 21:35:00+00:00,-0.0051185668012956,-0.0049841231560753,continuation,over_cap_or_below_cutoff,0.676608005176204
AAPL_20241224_143000,AAPL,2024-12-24 14:30:00+00:00,1,3,63.44730348959659,4.377796581501518,1394.44287604764,33.97904798217737,0.0226585067246868,2024-12-24 14:15:00+00:00,2024-12-24 14:30:00+00:00,2024-12-24 14:35:00+00:00,2024-12-24 15:30:00+00:00,0.0063447303489601,0.0020626581046896,unclear,over_cap_or_below_cutoff,0.49775597598865995
AAPL_20241226_143000,AAPL,2024-12-26 14:30:00+00:00,1,5,67.64341085271353,4.773903471600728,562.5739514348786,18.588906026260265,0.0514584134304544,2024-12-26 14:15:00+00:00,2024-12-26 14:30:00+00:00,2024-12-26 14:35:00+00:00,2024-12-26 15:30:00+00:00,0.0057344337246698,-0.0036984243171398,reversal,over_cap_or_below_cutoff,0.5208124651548602
AAPL_20241227_143000,AAPL,2024-12-27 14:30:00+00:00,-1,3,78.24848283802366,7.32600638766699,881.5840867992766,40.792850273307,0.0389341443269449,2024-12-27 14:15:00+00:00,2024-12-27 14:30:00+00:00,2024-12-27 14:35:00+00:00,2024-12-27 15:30:00+00:00,-0.0053071414747436,-0.0086734747483159,continuation,over_cap_or_below_cutoff,0.6668845229212298
AAPL_20250107_113000,AAPL,2025-01-07 11:30:00+00:00,-1,3,89.03177939902918,4.19838470387411,30.26017601760176,40.20381729718056,2.022966000719379,2025-01-07 11:15:00+00:00,2025-01-07 11:30:00+00:00,2025-01-07 11:35:00+00:00,2025-01-07 12:30:00+00:00,-0.0087088069343365,-0.0016498247061248,unclear,low_strength_unclear,0.46011247651246623
