event_id,ticker,t0_utc,direction,has_pre_event_news,is_opening_bell,is_etf,is_up_spike,micro_label,micro_conf,micro_cont_score,micro_rev_score,micro_who,news_label,news_conf,news_cont_score,news_rev_score,macro_label,macro_conf,macro_cont_score,macro_rev_score,ensemble_label,ensemble_score,is_macro_driven,dir_weight,dir_prior,open_adj_vol_mult,open_adj_range_mult,true_label_proxy,elapsed_s
AMD_20250722_132500,AMD,2025-07-22 13:25:00+00:00,-1,False,True,False,False,reversal,0.95,0,20,stop_cascade,reversal,0.6,2,3,reversal,0.5,3,5,reversal,0.6357,False,0.22,0.508,0.65,2.26,continuation,8.0
AMD_20260410_133000,AMD,2026-04-10 13:30:00+00:00,1,False,True,False,True,reversal,0.62,9,12,retail_momentum,reversal,0.6,2,5,reversal,0.57,3,4,reversal,0.5589,False,0.22,0.62,86.42,17.45,continuation,10.4
AMD_20250627_124000,AMD,2025-06-27 12:40:00+00:00,-1,True,False,False,False,reversal,0.95,0,20,stop_cascade,reversal,0.57,3,7,reversal,0.5,2,3,reversal,0.6297,False,0.22,0.508,2.54,2.13,reversal,9.8
AMD_20260106_141500,AMD,2026-01-06 14:15:00+00:00,1,False,True,False,True,continuation,0.67,12,8,informed_buyer,reversal,0.6,2,5,reversal,0.5,5,7,unclear,0.3314,False,0.22,0.62,1.51,2.42,reversal,8.9
AMD_20250813_133000,AMD,2025-08-13 13:30:00+00:00,1,True,True,False,True,continuation,0.69,13,9,informed_buyer,continuation,0.55,9,4,reversal,0.64,2,9,continuation,0.4351,False,0.22,0.62,283.74,13.91,continuation,11.7
AMD_20250326_132000,AMD,2025-03-26 13:20:00+00:00,-1,False,True,False,False,reversal,0.95,0,20,retail_momentum,reversal,0.6,2,5,continuation,0.75,8,5,reversal,0.5774,True,0.22,0.432,0.56,0.59,continuation,12.9
AMD_20251219_142500,AMD,2025-12-19 14:25:00+00:00,1,False,True,False,True,continuation,0.71,15,10,informed_buyer,reversal,0.67,2,3,reversal,0.5,7,8,continuation,0.3526,True,0.22,0.527,3.08,7.38,continuation,11.6
AMD_20240710_130500,AMD,2024-07-10 13:05:00+00:00,1,True,True,False,True,reversal,0.5,12,12,informed_buyer,reversal,0.57,3,7,continuation,0.75,7,4,reversal,0.4254,False,0.22,0.62,15.55,10.15,continuation,11.8
AMD_20240826_132500,AMD,2024-08-26 13:25:00+00:00,1,True,True,False,True,continuation,0.75,15,10,informed_buyer,reversal,0.75,1,7,reversal,0.5,3,4,continuation,0.3666,True,0.22,0.527,0.78,1.77,reversal,13.4
AMD_20240903_133000,AMD,2024-09-03 13:30:00+00:00,-1,True,True,False,False,reversal,0.73,9,15,retail_momentum,reversal,0.57,3,7,continuation,0.71,12,2,reversal,0.4777,False,0.22,0.508,53.34,9.04,continuation,12.1
AMD_20240617_132500,AMD,2024-06-17 13:25:00+00:00,-1,False,True,False,False,reversal,0.71,7,12,retail_momentum,reversal,0.6,2,3,reversal,0.5,3,5,reversal,0.5517,False,0.22,0.508,4.95,3.87,continuation,14.1
AMD_20240528_131500,AMD,2024-05-28 13:15:00+00:00,1,True,True,False,True,reversal,0.9,0,18,retail_momentum,reversal,0.56,4,9,reversal,0.5,7,7,reversal,0.6384,False,0.22,0.62,1.1,2.35,unclear,10.8
AMD_20260325_133000,AMD,2026-03-25 13:30:00+00:00,1,False,True,False,True,continuation,0.83,17,7,informed_buyer,reversal,0.5,3,5,continuation,0.95,7,0,continuation,0.5371,True,0.22,0.527,115.17,17.14,continuation,10.0
AMD_20241003_131500,AMD,2024-10-03 13:15:00+00:00,-1,True,True,False,False,reversal,0.77,8,14,retail_momentum,reversal,0.57,3,7,continuation,0.6,8,2,reversal,0.4917,False,0.22,0.508,0.72,0.96,reversal,11.0
AMD_20260129_142500,AMD,2026-01-29 14:25:00+00:00,1,False,True,False,True,reversal,0.67,9,12,retail_momentum,reversal,0.6,2,3,reversal,0.95,0,5,reversal,0.6334,False,0.22,0.62,0.98,5.46,reversal,13.1
AMD_20240819_100000,AMD,2024-08-19 10:00:00+00:00,1,True,False,False,True,continuation,0.79,15,8,informed_buyer,reversal,0.5,3,5,reversal,0.95,0,9,continuation,0.3806,True,0.22,0.527,1.66,9.85,continuation,10.9
AMD_20250826_100000,AMD,2025-08-26 10:00:00+00:00,1,True,False,False,True,reversal,0.73,9,15,retail_momentum,reversal,0.5,6,7,continuation,0.95,4,0,reversal,0.4919,False,0.22,0.62,6.71,11.66,continuation,13.3
AMD_20240625_133000,AMD,2024-06-25 13:30:00+00:00,-1,True,True,False,False,continuation,0.75,14,8,informed_seller,reversal,0.5,5,8,continuation,0.5,8,5,continuation,0.4326,True,0.22,0.432,85.02,11.18,unclear,11.7
AMD_20250404_100500,AMD,2025-04-04 10:05:00+00:00,-1,False,False,False,False,reversal,0.76,6,15,stop_cascade,reversal,0.6,2,3,continuation,0.95,10,0,reversal,0.5109,True,0.22,0.432,0.7,3.58,continuation,11.2
AMD_20260115_131000,AMD,2026-01-15 13:10:00+00:00,1,True,False,False,True,reversal,0.71,8,13,retail_momentum,continuation,0.5,7,6,reversal,0.67,2,4,reversal,0.4854,False,0.22,0.62,2.39,1.96,unclear,13.7
AMD_20250616_132500,AMD,2025-06-16 13:25:00+00:00,-1,False,True,False,False,reversal,0.72,6,13,retail_momentum,reversal,0.6,2,3,reversal,0.5,3,7,reversal,0.5552,False,0.22,0.508,5.42,2.88,reversal,10.2
AMD_20250415_212500,AMD,2025-04-15 21:25:00+00:00,-1,False,False,False,False,reversal,0.55,9,12,retail_momentum,reversal,0.6,2,3,reversal,0.5,3,7,reversal,0.5743,False,0.38,0.508,0.5,1.07,continuation,11.8
AMD_20241101_132500,AMD,2024-11-01 13:25:00+00:00,-1,True,True,False,False,reversal,0.95,0,20,retail_momentum,reversal,0.5,6,7,continuation,0.6,5,2,reversal,0.5407,False,0.22,0.508,4.11,2.58,continuation,13.0
AMD_20251222_141000,AMD,2025-12-22 14:10:00+00:00,1,False,True,False,True,reversal,0.95,0,20,retail_momentum,reversal,0.5,3,5,continuation,0.67,10,2,reversal,0.5689,False,0.22,0.62,2.37,5.02,reversal,11.3
AMD_20251112_142500,AMD,2025-11-12 14:25:00+00:00,1,True,True,False,True,reversal,0.95,0,20,retail_momentum,continuation,0.89,17,2,continuation,0.5,8,5,reversal,0.4689,False,0.22,0.62,9.46,8.71,continuation,13.0
AMD_20251203_140000,AMD,2025-12-03 14:00:00+00:00,-1,True,True,False,False,reversal,0.65,10,14,stop_cascade,reversal,0.5,3,5,continuation,0.95,8,0,reversal,0.4524,True,0.22,0.432,4.18,10.81,reversal,11.1
AMD_20250805_195500,AMD,2025-08-05 19:55:00+00:00,-1,True,False,False,False,reversal,0.95,0,20,stop_cascade,reversal,0.57,3,7,reversal,0.5,3,4,reversal,0.7083,False,0.38,0.508,106.54,13.49,continuation,11.3
AMD_20251106_142500,AMD,2025-11-06 14:25:00+00:00,-1,True,True,False,False,reversal,0.95,0,19,stop_cascade,reversal,0.57,3,7,reversal,0.5,3,5,reversal,0.6297,False,0.22,0.508,1.27,3.43,continuation,13.3
AMD_20241223_143000,AMD,2024-12-23 14:30:00+00:00,1,False,True,False,True,reversal,0.67,10,14,retail_momentum,reversal,0.6,2,3,continuation,0.56,5,4,reversal,0.4909,False,0.22,0.62,84.2,8.78,continuation,11.9
AMD_20250328_131000,AMD,2025-03-28 13:10:00+00:00,1,False,True,False,True,continuation,0.55,12,10,informed_buyer,reversal,0.6,2,3,continuation,0.6,5,2,continuation,0.3866,True,0.22,0.527,0.37,1.49,reversal,11.4
AMD_20250319_132500,AMD,2025-03-19 13:25:00+00:00,1,False,True,False,True,continuation,0.71,12,7,informed_buyer,reversal,0.5,3,5,continuation,0.67,10,2,continuation,0.4531,True,0.22,0.527,1.97,2.69,reversal,13.1
AMD_20241211_142500,AMD,2024-12-11 14:25:00+00:00,-1,True,True,False,False,reversal,0.9,0,18,stop_cascade,reversal,0.71,1,6,reversal,0.5,2,4,reversal,0.6402,False,0.22,0.508,5.1,4.24,continuation,11.4
AMD_20260113_143000,AMD,2026-01-13 14:30:00+00:00,1,False,True,False,True,reversal,0.67,9,12,informed_buyer,reversal,0.5,3,5,reversal,0.95,0,10,reversal,0.6134,False,0.22,0.62,210.63,23.12,reversal,13.5
AMD_20240806_132500,AMD,2024-08-06 13:25:00+00:00,-1,False,True,False,False,reversal,0.95,0,20,retail_momentum,reversal,0.6,2,3,reversal,0.5,2,5,reversal,0.6357,False,0.22,0.508,3.32,4.83,continuation,9.7
AMD_20251008_133000,AMD,2025-10-08 13:30:00+00:00,-1,True,True,False,False,reversal,0.95,0,20,stop_cascade,reversal,0.6,3,12,reversal,0.95,0,5,reversal,0.7199,True,0.22,0.432,117.99,8.51,reversal,12.8
AMD_20260427_132500,AMD,2026-04-27 13:25:00+00:00,-1,True,True,False,False,reversal,0.95,0,20,stop_cascade,reversal,0.71,1,6,reversal,0.56,4,5,reversal,0.6667,False,0.22,0.508,4.92,7.53,continuation,11.9
AMD_20240621_131000,AMD,2024-06-21 13:10:00+00:00,1,True,True,False,True,reversal,0.67,8,12,retail_momentum,reversal,0.56,4,9,reversal,0.64,2,9,reversal,0.5789,False,0.22,0.62,4.12,3.39,reversal,12.5
AMD_20260130_140000,AMD,2026-01-30 14:00:00+00:00,-1,True,True,False,False,reversal,0.65,9,12,retail_momentum,reversal,0.6,2,6,reversal,0.5,5,7,reversal,0.5307,False,0.22,0.508,11.89,30.07,reversal,12.0
AMD_20241009_133000,AMD,2024-10-09 13:30:00+00:00,-1,False,True,False,False,reversal,0.73,9,15,stop_cascade,reversal,0.6,2,5,reversal,0.56,2,7,reversal,0.5677,False,0.22,0.508,67.16,10.52,unclear,11.6
AMD_20241126_142500,AMD,2024-11-26 14:25:00+00:00,-1,False,True,False,False,reversal,0.76,6,14,stop_cascade,reversal,0.5,3,5,continuation,0.53,8,7,reversal,0.4742,False,0.22,0.508,1.76,1.48,continuation,12.3
AMD_20251024_130000,AMD,2025-10-24 13:00:00+00:00,1,True,True,False,True,reversal,0.76,4,13,retail_momentum,reversal,0.5,6,7,reversal,0.83,0,5,reversal,0.6269,False,0.22,0.62,5.85,6.64,continuation,11.3
AMD_20260312_131500,AMD,2026-03-12 13:15:00+00:00,-1,False,True,False,False,reversal,0.95,0,20,stop_cascade,reversal,0.6,2,5,continuation,0.95,10,0,reversal,0.5607,False,0.22,0.508,0.56,1.13,continuation,12.0
AMD_20241029_195500,AMD,2024-10-29 19:55:00+00:00,-1,False,False,False,False,reversal,0.89,1,17,stop_cascade,reversal,0.6,2,3,reversal,0.5,3,5,reversal,0.6933,False,0.38,0.508,109.07,2.88,continuation,15.8
AMD_20260217_142500,AMD,2026-02-17 14:25:00+00:00,-1,False,True,False,False,reversal,0.68,7,12,retail_momentum,reversal,0.6,2,3,reversal,0.64,2,9,reversal,0.5622,False,0.22,0.508,2.29,3.69,continuation,12.2
AMD_20241022_133000,AMD,2024-10-22 13:30:00+00:00,-1,True,True,False,False,reversal,0.5,12,12,retail_momentum,reversal,0.5,3,5,reversal,0.67,2,10,reversal,0.4837,False,0.22,0.508,88.47,13.15,reversal,13.7
AMD_20250310_132500,AMD,2025-03-10 13:25:00+00:00,1,False,True,False,True,reversal,0.71,7,12,retail_momentum,reversal,0.67,2,3,continuation,0.5,3,2,reversal,0.5189,False,0.22,0.62,0.82,1.29,unclear,11.9
AMD_20241227_144500,AMD,2024-12-27 14:45:00+00:00,1,False,True,False,True,reversal,0.71,7,12,retail_momentum,reversal,0.6,2,5,reversal,0.67,3,7,reversal,0.5849,True,0.22,0.527,42.47,5.38,reversal,11.8
AMD_20240906_123000,AMD,2024-09-06 12:30:00+00:00,1,False,False,False,True,continuation,0.55,12,10,informed_buyer,reversal,0.63,3,8,continuation,0.95,10,0,continuation,0.4391,True,0.22,0.527,2.44,7.68,unclear,11.3
AMD_20260203_142500,AMD,2026-02-03 14:25:00+00:00,1,True,True,False,True,reversal,0.95,0,20,retail_momentum,continuation,0.6,9,6,reversal,0.95,0,10,reversal,0.6114,False,0.22,0.62,3.46,5.87,reversal,13.5
AMD_20250924_132500,AMD,2025-09-24 13:25:00+00:00,1,False,True,False,True,reversal,0.67,8,12,retail_momentum,reversal,0.6,2,5,continuation,0.95,7,0,reversal,0.4909,False,0.22,0.62,3.93,4.35,reversal,8.8
AMD_20250402_201000,AMD,2025-04-02 20:10:00+00:00,1,False,False,False,True,reversal,0.85,4,16,retail_momentum,reversal,0.67,2,3,continuation,0.67,10,2,reversal,0.6318,True,0.38,0.527,1.37,5.68,reversal,10.5
AMZN_20251103_135500,AMZN,2025-11-03 13:55:00+00:00,1,True,False,False,True,reversal,0.74,5,12,retail_momentum,continuation,0.57,8,7,continuation,0.95,10,0,reversal,0.3954,False,0.22,0.62,8.38,15.96,continuation,12.2
AMZN_20260203_142500,AMZN,2026-02-03 14:25:00+00:00,1,True,True,False,True,reversal,0.75,6,12,retail_momentum,reversal,0.5,3,5,reversal,0.64,2,9,reversal,0.5949,False,0.22,0.62,3.12,6.25,reversal,14.1
AMZN_20240911_132000,AMZN,2024-09-11 13:20:00+00:00,1,True,True,False,True,reversal,0.67,8,12,retail_momentum,reversal,0.71,0,5,continuation,0.95,10,0,reversal,0.5129,False,0.22,0.62,2.2,1.83,reversal,10.0
AMZN_20250429_125500,AMZN,2025-04-29 12:55:00+00:00,-1,True,False,False,False,continuation,0.71,14,10,informed_seller,reversal,0.6,2,8,continuation,0.95,8,0,continuation,0.4861,True,0.22,0.432,24.23,18.75,unclear,10.2
AMZN_20241115_135500,AMZN,2024-11-15 13:55:00+00:00,-1,False,False,False,False,reversal,0.85,2,15,retail_momentum,reversal,0.6,2,3,reversal,0.5,3,5,reversal,0.6007,False,0.22,0.508,1.8,2.87,continuation,14.6
AMZN_20250923_133000,AMZN,2025-09-23 13:30:00+00:00,-1,True,True,False,False,continuation,0.69,13,8,informed_seller,continuation,0.63,8,3,reversal,0.8,0,8,continuation,0.4626,True,0.22,0.432,185.08,12.54,continuation,10.4
AMZN_20241121_142500,AMZN,2024-11-21 14:25:00+00:00,-1,True,True,False,False,reversal,0.75,4,12,retail_momentum,reversal,0.5,3,5,reversal,0.5,2,5,reversal,0.5457,False,0.22,0.508,7.98,6.71,continuation,11.0
AMZN_20251223_142500,AMZN,2025-12-23 14:25:00+00:00,1,True,True,False,True,continuation,0.55,12,10,informed_buyer,reversal,0.57,3,7,reversal,0.64,2,9,unclear,0.3259,True,0.22,0.527,2.56,5.42,continuation,13.2
AMZN_20250822_135000,AMZN,2025-08-22 13:50:00+00:00,-1,True,True,False,False,reversal,0.95,0,20,stop_cascade,reversal,0.6,1,4,reversal,0.55,5,6,reversal,0.6599,True,0.22,0.432,22.43,3.72,reversal,15.7
AMZN_20260305_143000,AMZN,2026-03-05 14:30:00+00:00,1,True,True,False,True,continuation,0.87,18,5,informed_buyer,reversal,0.5,6,11,continuation,0.95,10,0,continuation,0.5511,True,0.22,0.527,141.82,13.65,reversal,9.6
AMZN_20260211_142500,AMZN,2026-02-11 14:25:00+00:00,-1,True,True,False,False,reversal,0.67,7,13,retail_momentum,reversal,0.57,3,7,continuation,0.56,5,4,reversal,0.4567,False,0.22,0.508,3.53,4.08,continuation,13.6
AMZN_20260205_142000,AMZN,2026-02-05 14:20:00+00:00,-1,True,True,False,False,reversal,0.95,0,20,retail_momentum,reversal,0.5,6,11,continuation,0.95,10,0,reversal,0.5407,False,0.22,0.508,3.42,4.46,continuation,10.7
AMZN_20240916_132500,AMZN,2024-09-16 13:25:00+00:00,-1,False,True,False,False,continuation,0.67,12,8,informed_seller,reversal,0.6,2,3,reversal,0.57,3,4,unclear,0.3304,True,0.22,0.432,6.37,5.96,continuation,9.0
AMZN_20251006_133000,AMZN,2025-10-06 13:30:00+00:00,-1,True,True,False,False,continuation,0.78,15,8,informed_seller,reversal,0.67,1,5,reversal,0.6,2,5,continuation,0.3681,True,0.22,0.432,123.27,14.62,reversal,12.1
AMZN_20260410_132500,AMZN,2026-04-10 13:25:00+00:00,1,True,True,False,True,reversal,0.95,0,20,retail_momentum,reversal,0.5,3,5,reversal,0.65,4,7,reversal,0.6664,False,0.22,0.62,5.74,9.17,continuation,12.5
AMZN_20250910_132500,AMZN,2025-09-10 13:25:00+00:00,1,True,True,False,True,reversal,0.75,4,12,retail_momentum,reversal,0.57,3,7,reversal,0.8,0,8,reversal,0.6329,False,0.22,0.62,4.16,4.04,reversal,11.9
AMZN_20250404_101000,AMZN,2025-04-04 10:10:00+00:00,-1,True,False,False,False,reversal,0.75,6,15,retail_momentum,reversal,0.6,2,8,continuation,0.95,13,0,reversal,0.4907,False,0.22,0.508,2.53,3.79,continuation,13.2
AMZN_20250523_111500,AMZN,2025-05-23 11:15:00+00:00,-1,True,False,False,False,reversal,0.55,9,12,retail_momentum,reversal,0.5,3,5,reversal,0.57,3,4,reversal,0.5029,True,0.22,0.432,0.59,3.5,continuation,11.2
AMZN_20260414_131500,AMZN,2026-04-14 13:15:00+00:00,1,True,True,False,True,reversal,0.68,8,14,retail_momentum,continuation,0.5,6,5,continuation,0.95,5,0,reversal,0.3744,False,0.22,0.62,4.72,4.79,continuation,12.9
AMZN_20241217_143000,AMZN,2024-12-17 14:30:00+00:00,-1,True,True,False,False,reversal,0.67,8,12,stop_cascade,reversal,0.6,1,4,reversal,0.8,0,4,reversal,0.5827,False,0.22,0.508,89.78,8.35,continuation,10.7
AMZN_20260210_142500,AMZN,2026-02-10 14:25:00+00:00,-1,True,True,False,False,reversal,0.8,8,16,retail_momentum,reversal,0.69,2,11,reversal,0.5,4,7,reversal,0.6012,False,0.22,0.508,7.45,8.62,reversal,12.5
AMZN_20250206_210000,AMZN,2025-02-06 21:00:00+00:00,-1,True,False,False,False,reversal,0.95,0,20,retail_momentum,reversal,0.6,1,4,reversal,0.5,0,7,reversal,0.7433,True,0.38,0.432,156.07,71.75,continuation,11.5
AMZN_20250731_132000,AMZN,2025-07-31 13:20:00+00:00,-1,True,True,False,False,reversal,0.83,4,14,stop_cascade,reversal,0.5,5,6,reversal,0.5,5,5,reversal,0.5737,False,0.22,0.508,5.18,1.08,continuation,12.2
AMZN_20250103_142500,AMZN,2025-01-03 14:25:00+00:00,1,True,True,False,True,reversal,0.75,4,12,retail_momentum,continuation,0.67,9,3,reversal,0.64,2,9,reversal,0.4949,False,0.22,0.62,4.05,5.92,unclear,12.7
AMZN_20250812_133500,AMZN,2025-08-12 13:35:00+00:00,1,False,True,False,True,reversal,0.67,8,12,retail_momentum,reversal,0.6,2,3,continuation,0.6,5,2,reversal,0.4909,False,0.22,0.62,43.26,3.42,reversal,10.1
AMZN_20251029_123500,AMZN,2025-10-29 12:35:00+00:00,-1,True,False,False,False,reversal,0.78,6,14,retail_momentum,reversal,0.6,1,4,reversal,0.95,0,5,reversal,0.6437,False,0.22,0.508,1.11,1.71,reversal,13.4
AMZN_20240719_102500,AMZN,2024-07-19 10:25:00+00:00,-1,True,False,False,False,reversal,0.75,6,12,retail_momentum,reversal,0.6,1,4,reversal,0.5,2,4,reversal,0.5657,False,0.22,0.508,1.33,3.83,continuation,10.7
AMZN_20250730_200000,AMZN,2025-07-30 20:00:00+00:00,1,True,False,False,True,continuation,0.67,12,9,informed_buyer,reversal,0.71,1,6,continuation,0.95,10,0,continuation,0.5567,True,0.38,0.527,42.13,17.87,continuation,12.7
AMZN_20240723_132500,AMZN,2024-07-23 13:25:00+00:00,1,True,True,False,True,reversal,0.75,5,12,retail_momentum,reversal,0.54,6,7,reversal,0.8,0,4,reversal,0.6269,False,0.22,0.62,4.5,4.67,continuation,12.7
AMZN_20241206_142500,AMZN,2024-12-06 14:25:00+00:00,-1,True,True,False,False,reversal,0.83,4,15,retail_momentum,reversal,0.57,3,7,reversal,0.5,3,7,reversal,0.5877,False,0.22,0.508,2.72,4.34,reversal,11.6
AMZN_20250731_200000,AMZN,2025-07-31 20:00:00+00:00,-1,True,False,False,False,reversal,0.95,0,20,stop_cascade,continuation,0.5,8,5,continuation,0.5,3,2,reversal,0.5193,False,0.38,0.508,141.71,55.75,continuation,12.0
